workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1633,condition1,whine,Mia drank 2 cocktails last night,stim,,0.06,3581,12,F,Linda,Did Justin whine that Mia drank 2 cocktails last night?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,elaborate,Josie went on vacation to France,stim,,0.06,5996,13,M,James,Did Brian elaborate that Josie went on vacation to France?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,,Vanessa is good at math,control,,0.96,3540,14,F,Sandra,Is Vanessa good at math?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,joke,Jon went out for dinner,stim,,0.08,3765,15,F,Nancy,Did Heather joke that Jon went out for dinner?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,murmur,Valerie booked the venue,stim,,0.06,3679,16,F,Margaret,Did Patrick murmur that Valerie booked the venue?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,write,Lucas bought new shoes,stim,,0.05,3075,17,M,Kenneth,Did Stephanie write that Lucas bought new shoes?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,anticipate,Cole celebrated his friend's birthday,stim,,0.02,5376,18,M,Logan,Did Brenda anticipate that Cole celebrated his friend's birthday?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,,Todd played football in high school,control,,0.97,2702,19,F,Helen,Did Todd play football in high school?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,bet,Zoe calculated the tip,stim,,0.04,2803,20,F,Carol,Did Tim bet that Zoe calculated the tip?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,,Hendrick's car was expensive,control,,0.94,2090,21,M,David,Was Hendrick's car expensive?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,,Zack is coming to the meeting tomorrow,control,,0.99,2777,22,M,Richard,Is Zack coming to the meeting tomorrow?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,tweet,Audrey went to a party,stim,,0.07,3056,23,F,Jessica,Did Francisco tweet that Audrey went to a party?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,suppose,Emma studied on Saturday morning,stim,,0.04,2655,24,M,Mark,Did Ray suppose that Emma studied on Saturday morning?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,torture,Danny ate the last cupcake,stim,,0.09,2056,25,F,Susan,Is Sharon tortured that Danny ate the last cupcake?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,charm,Emily bought a car yesterday,stim,,0.08,2464,26,M,George,Is Dennis charmed that Emily bought a car yesterday?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,enjoy,Fred missed the train,stim,,0.03,2825,27,M,Thomas,Did Regina enjoy that Fred missed the train?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,insult,Sophia got a tattoo,stim,,0.01,2735,28,F,Jennifer,Is Colby insulted that Sophia got a tattoo?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,,Madison had a baby,control,,0.96,2070,29,F,Betty,Did Madison have a baby?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,express,Jackson ran 10 miles,stim,,0.04,1712,30,F,Donna,Did Laura express that Jackson ran 10 miles?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,expose,Charley spilled the wine,stim,,0.03,1818,31,M,Steven,Did Ruth expose that Charley spilled the wine?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,weep,Jayden rented a car,stim,,0.07,1738,32,F,Sarah,Did Nicole weep that Jayden rented a car?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,,Mary's aunt is sick,control,,0.96,1713,33,F,Kimberly,Is Mary's aunt sick?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,trouble,Tony had a drink last night,stim,,0.06,1501,34,M,William,Is Cynthia troubled that Tony had a drink last night?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1633,condition1,squeal,Jason made a cake,stim,,0.06,1390,35,F,Dorothy,Did Rebecca squeal that Jason made a cake?,[],30,Yes,,4,-1,Female,English,Chrome,Windows,720,1280,2.474,
1660,condition1,,,,Patricia,Patricia,0,1,,,bot_check,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,irritate,Danielle painted her room,stim,,0.51,10080,3,M,Robert,Is Patrick irritated that Danielle painted her room?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,,Hendrick's car was expensive,control,,0.97,11741,4,F,Linda,Was Hendrick's car expensive?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,compute,Julian cleaned his room,stim,,0.81,7818,5,M,Paul,Did Nicole compute that Julian cleaned his room?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,tweet,Emma studied on Saturday morning,stim,,0.54,8741,6,F,Lisa,Did Tim tweet that Emma studied on Saturday morning?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,alarm,Jayden rented a car,stim,,0.5,6965,7,F,Ashley,Is Brenda alarmed that Jayden rented a car?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,think,Owen shoveled snow last winter,stim,,0.74,8070,8,F,Kimberly,Did Shirley think that Owen shoveled snow last winter?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,fantasize,Natasha got a promotion,stim,,0.55,6580,9,M,Richard,Did Eli fantasize that Natasha got a promotion?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,love,Josh learned to ride a bike yesterday,stim,,0.55,9887,10,M,George,Did Amy love that Josh learned to ride a bike yesterday?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,expose,Mary planted a tree,stim,,0.57,4666,11,M,Matthew,Did Dennis expose that Mary planted a tree?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,pray,Cole celebrated his friend's birthday,stim,,0.52,5135,12,M,Kenneth,Did Sharon pray that Cole celebrated his friend's birthday?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,gossip,Fred missed the train,stim,,0.56,3870,13,M,David,Did Laura gossip that Fred missed the train?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,insult,Valerie booked the venue,stim,,0.54,3858,14,F,Nancy,Is Jerry insulted that Valerie booked the venue?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,argue,Emily bought a car yesterday,stim,,0.51,5362,15,F,Sandra,Did Alan argue that Emily bought a car yesterday?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,anticipate,Dylan argued with his parents,stim,,0.56,3374,16,F,Donna,Did Regina anticipate that Dylan argued with his parents?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,embarrass,Emilia looked after the kids,stim,,0.56,4728,17,M,Thomas,Is Justin embarrassed that Emilia looked after the kids?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,,Vanessa is good at math,control,,0.58,4528,18,F,Susan,Is Vanessa good at math?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,aggravate,Danny ate the last cupcake,stim,,0.57,5345,19,M,Logan,Is Kaitlin aggravated that Danny ate the last cupcake?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,whine,Sophia got a tattoo,stim,,0.56,4197,20,M,James,Did Ben whine that Sophia got a tattoo?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,charm,Connor fell from a tree,stim,,0.55,4874,21,F,Michelle,Is Stephanie charmed that Connor fell from a tree?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,,Zack is coming to the meeting tomorrow,control,,0.54,4711,22,F,Elizabeth,Is Zack coming to the meeting tomorrow?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,,Madison had a baby,control,,0.58,3980,23,F,Karen,Did Madison have a baby?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,require,Charley spilled the wine,stim,,0.55,4910,24,F,Margaret,Did Ruth require that Charley spilled the wine?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,weep,Hannah called her parents,stim,,0.56,5780,25,F,Carol,Did Bobby weep that Hannah called her parents?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,,Todd played football in high school,control,,0.55,3876,26,F,Jennifer,Did Todd play football in high school?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,excite,Molly attended a conference last week,stim,,0.56,2922,27,F,Sarah,Is Francisco excited that Molly attended a conference last week?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,bet,Tony had a drink last night,stim,,0.56,2807,28,M,Mark,Did Anna bet that Tony had a drink last night?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,surprise,Audrey went to a party,stim,,0.53,2046,29,F,Dorothy,Is Andrew surprised that Audrey went to a party?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,trouble,Isabella ate a steak on Sunday,stim,,0.56,2612,30,M,William,Is Ray troubled that Isabella ate a steak on Sunday?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,retract,Grace visited her sister,stim,,0.58,3291,31,M,Christopher,Did Manuel retract that Grace visited her sister?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,joke,Zoe calculated the tip,stim,,0.55,2090,32,F,Betty,Did Brian joke that Zoe calculated the tip?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,write,Allen went to the museum,stim,,0.59,1920,33,F,Jessica,Did Melissa write that Allen went to the museum?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,,Mary's aunt is sick,control,,0.61,2308,34,F,Helen,Is Mary's aunt sick?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1660,condition1,express,Lucas bought new shoes,stim,,0.45,2053,35,M,Steven,Did Catherine express that Lucas bought new shoes?,[],43,,none ,1,1,,English,Chrome,Linux,670,377,4.4251,
1648,condition1,,,,Margaret,Margaret,0,1,,,bot_check,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,envision,Sophia got a tattoo,stim,,0.2,10834,3,F,Karen,Did Andrew envision that Sophia got a tattoo?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,elaborate,Cole celebrated his friend's birthday,stim,,0.8,16371,4,F,Sarah,Did Laura elaborate that Cole celebrated his friend's birthday?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,whine,Hannah called her parents,stim,,0.75,7496,5,M,Logan,Did Justin whine that Hannah called her parents?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,,Mary's aunt is sick,control,,0.97,9902,6,M,Paul,Is Mary's aunt sick?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,compute,Owen shoveled snow last winter,stim,,0.51,14903,7,F,Susan,Did Amy compute that Owen shoveled snow last winter?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,express,Natasha got a promotion,stim,,0.93,7283,8,M,Christopher,Did Colby express that Natasha got a promotion?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,trouble,Julian cleaned his room,stim,,0.26,7236,9,M,George,Is Cynthia troubled that Julian cleaned his room?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,,Vanessa is good at math,control,,0.99,6221,10,M,William,Is Vanessa good at math?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,charm,Jackson ran 10 miles,stim,,0.3,5523,11,M,Steven,Is Melissa charmed that Jackson ran 10 miles?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,love,Olivia left her job,stim,,0.25,5649,12,F,Sandra,Did Manuel love that Olivia left her job?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,,Madison had a baby,control,,0.98,6933,13,M,Richard,Did Madison have a baby?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,shock,Dylan argued with his parents,stim,,0.31,5266,14,F,Ashley,Is Amanda shocked that Dylan argued with his parents?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,disgust,Josh learned to ride a bike yesterday,stim,,0.75,9123,15,F,Margaret,Is Kaitlin disgusted that Josh learned to ride a bike yesterday?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,,Todd played football in high school,control,,0.97,4603,16,F,Kimberly,Did Todd play football in high school?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,write,Jon went out for dinner,stim,,0.98,9373,17,M,Mark,Did Heather write that Jon went out for dinner?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,joke,Charley spilled the wine,stim,,0.97,8252,18,F,Elizabeth,Did Catherine joke that Charley spilled the wine?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,ignore,Tony had a drink last night,stim,,0.89,6996,19,M,James,Did Kathleen ignore that Tony had a drink last night?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,squeal,Danny ate the last cupcake,stim,,1,4072,20,F,Lisa,Did Nicole squeal that Danny ate the last cupcake?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,surprise,Emilia looked after the kids,stim,,0.18,5637,21,F,Michelle,Is Ben surprised that Emilia looked after the kids?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,scream,Audrey went to a party,stim,,0.97,6247,22,M,Kenneth,Did Dennis scream that Audrey went to a party?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,irritate,Frank got a cat,stim,,0.1,5847,23,F,Betty,Is Sharon irritated that Frank got a cat?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,,Zack is coming to the meeting tomorrow,control,,0.97,5252,24,F,Linda,Is Zack coming to the meeting tomorrow?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,alarm,Molly attended a conference last week,stim,,0.31,5350,25,F,Jessica,Is Bobby alarmed that Molly attended a conference last week?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,simulate,Mia drank 2 cocktails last night,stim,,0.93,6074,26,F,Dorothy,Did Alan simulate that Mia drank 2 cocktails last night?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,anticipate,Allen went to the museum,stim,,0.4,4426,27,M,Matthew,Did Anna anticipate that Allen went to the museum?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,murmur,Emily bought a car yesterday,stim,,0.79,3751,28,M,David,Did Eli murmur that Emily bought a car yesterday?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,insult,Courtney woke up early yesterday,stim,,0.24,5742,29,F,Donna,Is Tim insulted that Courtney woke up early yesterday?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,pray,Grace visited her sister,stim,,0.32,10855,30,F,Jennifer,Did Brian pray that Grace visited her sister?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,excite,Lucas bought new shoes,stim,,0.32,5273,31,F,Helen,Is Brenda excited that Lucas bought new shoes?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,cringe,Josie went on vacation to France,stim,,0.21,7111,32,F,Nancy,Did Scott cringe that Josie went on vacation to France?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,retract,Jayden rented a car,stim,,0.67,5570,33,M,Robert,Did Stephanie retract that Jayden rented a car?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,,Hendrick's car was expensive,control,,0.98,4406,34,M,Thomas,Was Hendrick's car expensive?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1648,condition1,resent,Valerie booked the venue,stim,,0.32,6118,35,F,Carol,Did Patrick resent that Valerie booked the venue?,[],23,Yes,,2,1,Female,Emglish,Chrome,Linux,938,412,5.0811,
1713,condition1,,,,Jennifer,Jennifer,0,1,,,bot_check,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,disgust,Allen went to the museum,stim,,0,28201,3,M,George,Is Regina disgusted that Allen went to the museum?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,enjoy,Natasha got a promotion,stim,,0,10733,4,F,Margaret,Did Francisco enjoy that Natasha got a promotion?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,anticipate,Grace visited her sister,stim,,0.06,13781,5,F,Lisa,Did Justin anticipate that Grace visited her sister?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,squeal,Jon went out for dinner,stim,,0.03,11621,6,M,Thomas,Did Nicole squeal that Jon went out for dinner?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,simulate,Jayden rented a car,stim,,0.2,21510,7,F,Sandra,Did Heather simulate that Jayden rented a car?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,joke,Julian cleaned his room,stim,,0.39,15953,8,M,William,Did Stephanie joke that Julian cleaned his room?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,cringe,Frank got a cat,stim,,0.05,14389,9,M,Christopher,Did Cynthia cringe that Frank got a cat?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,,Vanessa is good at math,control,,1,6232,10,M,Kenneth,Is Vanessa good at math?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,promise,Louis went swimming,stim,,0.48,22038,11,F,Carol,Is Catherine promised that Louis went swimming?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,alarm,Molly attended a conference last week,stim,,0.04,14141,12,M,Robert,Is Noah alarmed that Molly attended a conference last week?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,weep,Fred missed the train,stim,,0,12836,13,M,David,Did Amy weep that Fred missed the train?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,excite,Josie went on vacation to France,stim,,0,6975,14,F,Linda,Is Tim excited that Josie went on vacation to France?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,ignore,Valerie booked the venue,stim,,0,6907,15,F,Jennifer,Did Ray ignore that Valerie booked the venue?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,scream,Danielle painted her room,stim,,0,12049,16,F,Nancy,Did Colby scream that Danielle painted her room?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,require,Connor fell from a tree,stim,,0.86,14074,17,F,Susan,Did Rebecca require that Connor fell from a tree?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,celebrate,Hannah called her parents,stim,,0.01,11104,18,M,Paul,Did Alan celebrate that Hannah called her parents?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,charm,Emilia looked after the kids,stim,,0,10315,19,M,James,Is Jerry charmed that Emilia looked after the kids?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,write,Zoe calculated the tip,stim,,0,12296,20,M,Logan,Did Scott write that Zoe calculated the tip?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,torture,Tony had a drink last night,stim,,0,8111,21,F,Kimberly,Is Laura tortured that Tony had a drink last night?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,retract,Jackson ran 10 miles,stim,,0.83,15142,22,F,Elizabeth,Did Kathleen retract that Jackson ran 10 miles?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,,Mary's aunt is sick,control,,1,6525,23,M,Steven,Is Mary's aunt sick?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,,Zack is coming to the meeting tomorrow,control,,1,8865,24,F,Michelle,Is Zack coming to the meeting tomorrow?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,dictate,Courtney woke up early yesterday,stim,,0.44,20486,25,F,Ashley,Did Andrew dictate that Courtney woke up early yesterday?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,,Madison had a baby,control,,1,11138,26,F,Dorothy,Did Madison have a baby?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,,Todd played football in high school,control,,1,6705,27,M,Mark,Did Todd play football in high school?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,expose,Emma studied on Saturday morning,stim,,0,8089,28,F,Betty,Did Brian expose that Emma studied on Saturday morning?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,argue,Dylan argued with his parents,stim,,0.22,13657,29,F,Jessica,Did Melissa argue that Dylan argued with his parents?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,feel,Cole celebrated his friend's birthday,stim,,0.58,13140,30,F,Sarah,Did Anna feel that Cole celebrated his friend's birthday?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,suppose,Olivia left her job,stim,,0.55,9777,31,F,Karen,Did Ben suppose that Olivia left her job?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,fantasize,Josh learned to ride a bike yesterday,stim,,0.6,14478,32,F,Donna,Did Sharon fantasize that Josh learned to ride a bike yesterday?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,,Hendrick's car was expensive,control,,1,4602,33,F,Helen,Was Hendrick's car expensive?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,gossip,Mary planted a tree,stim,,0.7,17291,34,M,Matthew,Did Bobby gossip that Mary planted a tree?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1713,condition1,insult,Isabella ate a steak on Sunday,stim,,0.07,15232,35,M,Richard,Is Manuel insulted that Isabella ate a steak on Sunday?,[],25,Yes,I thought the questions were quite fascinating.,2,2,Male,English,Chrome,Mac,1080,1920,9.04875,
1598,condition1,,,,Jessica,Jessica,0,1,,,bot_check,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,alarm,Isabella ate a steak on Sunday,stim,,0,9778,3,M,David,Is Dennis alarmed that Isabella ate a steak on Sunday?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,,Vanessa is good at math,control,,1,6794,4,M,Logan,Is Vanessa good at math?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,,Zack is coming to the meeting tomorrow,control,,1,5332,5,M,Kenneth,Is Zack coming to the meeting tomorrow?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,celebrate,Emily bought a car yesterday,stim,,0,5339,6,F,Dorothy,Did Kevin celebrate that Emily bought a car yesterday?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,offend,Mary planted a tree,stim,,0,5849,7,F,Betty,Is Noah offended that Mary planted a tree?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,weep,Audrey went to a party,stim,,0,4845,8,F,Ashley,Did Andrew weep that Audrey went to a party?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,cringe,Molly attended a conference last week,stim,,0,4482,9,F,Linda,Did Scott cringe that Molly attended a conference last week?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,excite,Emma studied on Saturday morning,stim,,0,3102,10,M,Paul,Is Jerry excited that Emma studied on Saturday morning?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,require,Dylan argued with his parents,stim,,0,8077,11,F,Sandra,Did Ruth require that Dylan argued with his parents?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,enjoy,Valerie booked the venue,stim,,0,3709,12,M,Mark,Did Ray enjoy that Valerie booked the venue?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,feel,Connor fell from a tree,stim,,0,7306,13,M,William,Did Amy feel that Connor fell from a tree?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
1598,condition1,,Mary's aunt is sick,control,,1,3487,14,M,Richard,Is Mary's aunt sick?,[],22,Yes,,3,1,Other,English,Chrome,Mac,800,1280,4.47935,
