workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
303,experiment,bet,Audrey went to a party,stim,,no,2462,29,F,Karen,Did Bobby bet that Audrey went to a party?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,thrill,Dylan argued with his parents,stim,,yes,3023,30,F,Margaret,Is Regina thrilled that Dylan argued with his parents?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,love,Jon went out for dinner,stim,,yes,2974,31,F,Donna,Did Amy love that Jon went out for dinner?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,offend,Louis went swimming,stim,,yes,2063,32,F,Ashley,Is Brenda offended that Louis went swimming?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,,Madison had a baby,control,,no,1873,33,F,Linda,Did Madison have a baby?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,require,Emily bought a car yesterday,stim,,no,5889,34,M,Steven,Did Scott require that Emily bought a car yesterday?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,envision,Owen shoveled snow last winter,stim,,no,3614,35,F,Kimberly,Did Kathleen envision that Owen shoveled snow last winter?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,aggravate,Frank got a cat,stim,,yes,2303,36,F,Sarah,Is Stephanie aggravated that Frank got a cat?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,compute,Mia drank 2 cocktails last night,stim,,yes,3200,37,F,Helen,Did Dennis compute that Mia drank 2 cocktails last night?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,,Zack is coming to the meeting tomorrow,control,,no,3296,38,F,Lisa,Is Zack coming to the meeting tomorrow?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,expose,Julian cleaned his room,stim,,no,8656,39,F,Betty,Did Cynthia expose that Julian cleaned his room?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,,Hendrick's car was expensive,control,,no,2415,40,M,James,Was Hendrick's car expensive?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
303,experiment,celebrate,Courtney woke up early yesterday,stim,,no,2270,41,M,George,Did Eli celebrate that Courtney woke up early yesterday?,[],25,Yes,,2,2,Female,English,Firefox,Windows,1080,1920,4.938833333333333,
210,experiment,,,,,5eaf02446c144d5e3a4d4562,0,1,,,,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,,,,Susan,Susan,0,2,,,bot_check,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,,Mary's aunt is sick,control,,no,3224,9,F,Carol,Is Mary's aunt sick?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,murmur,Allen went to the museum,stim,,yes,10314,10,F,Nancy,Did Amanda murmur that Allen went to the museum?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,amuse,Fred missed the train,stim,,yes,3938,11,F,Kimberly,Is Kaitlin amused that Fred missed the train?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,gossip,Dylan argued with his parents,stim,,yes,12366,12,M,Thomas,Did Regina gossip that Dylan argued with his parents?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,think,Frank got a cat,stim,,no,5357,13,M,James,Did Anna think that Frank got a cat?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,whine,Valerie booked the venue,stim,,yes,6266,14,M,Matthew,Did Jerry whine that Valerie booked the venue?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,trouble,Connor fell from a tree,stim,,yes,3437,15,M,Paul,Is Ruth troubled that Connor fell from a tree?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,disgust,Jon went out for dinner,stim,,yes,4510,16,F,Jessica,Is Cynthia disgusted that Jon went out for dinner?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,cringe,Mary planted a tree,stim,,yes,4363,17,F,Betty,Did Ray cringe that Mary planted a tree?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,,Zack is coming to the meeting tomorrow,control,,no,5122,18,M,David,Is Zack coming to the meeting tomorrow?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,joke,Tony had a drink last night,stim,,no,8918,19,F,Linda,Did Heather joke that Tony had a drink last night?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,tweet,Zoe calculated the tip,stim,,no,3862,20,F,Karen,Did Alan tweet that Zoe calculated the tip?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,promise,Lucas bought new shoes,stim,,no,4333,21,F,Elizabeth,Did Shirley promise that Lucas bought new shoes?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,require,Danielle painted her room,stim,,yes,8295,22,F,Lisa,Did Tim require that Danielle painted her room?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,testify,Charley spilled the wine,stim,,no,10402,23,F,Sandra,Did Laura testify that Charley spilled the wine?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,compute,Natasha got a promotion,stim,,yes,4993,24,F,Jennifer,Did Brian compute that Natasha got a promotion?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,,Hendrick's car was expensive,control,,no,5004,25,F,Ashley,Was Hendrick's car expensive?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,embarrass,Jackson ran 10 miles,stim,,yes,3765,26,M,Richard,Is Rebecca embarrassed that Jackson ran 10 miles?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,scream,Molly attended a conference last week,stim,,yes,4913,27,M,George,Did Patrick scream that Molly attended a conference last week?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,,Vanessa is good at math,control,,no,2341,28,M,William,Is Vanessa good at math?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,irritate,Julian cleaned his room,stim,,yes,2562,29,M,Kenneth,Is Sharon irritated that Julian cleaned his room?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,facinate,Emily bought a car yesterday,stim,,yes,5664,30,M,Mark,Is Eli fascinated that Emily bought a car yesterday?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,elaborate,Audrey went to a party,stim,,yes,4475,31,F,Helen,Did Ben elaborate that Audrey went to a party?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,shout,Danny ate the last cupcake,stim,,no,6178,32,F,Susan,Did Amy shout that Danny ate the last cupcake?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,,Todd played football in high school,control,,no,2804,33,F,Margaret,Did Todd play football in high school?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,,Madison had a baby,control,,no,2171,34,M,Logan,Did Madison have a baby?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,excite,Josie went on vacation to France,stim,,yes,2574,35,F,Donna,Is Dennis excited that Josie went on vacation to France?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,bet,Louis went swimming,stim,,yes,5182,36,F,Dorothy,Did Brenda bet that Louis went swimming?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,verify,Hannah called her parents,stim,,no,4623,37,F,Sarah,Did Justin verify that Hannah called her parents?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,pray,Olivia left her job,stim,,no,8132,38,M,Christopher,Did Colby pray that Olivia left her job?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,shock,Emma studied on Saturday morning,stim,,yes,4478,39,F,Michelle,Is Francisco shocked that Emma studied on Saturday morning?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,ignore,Emilia looked after the kids,stim,,yes,4891,40,M,Robert,Did Bobby ignore that Emilia looked after the kids?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
210,experiment,love,Isabella ate a steak on Sunday,stim,,yes,4941,41,M,Steven,Did Andrew love that Isabella ate a steak on Sunday?,[],50,Yes,,4,2,Male,English,Chrome,Windows,768,1366,5.369066666666667,
245,experiment,,,,,5ec9c46c10d2c34ec34e7a8e,0,1,,,,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,,,,Jessica,Jessica,0,2,,,bot_check,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,pain,Mia drank 2 cocktails last night,stim,,yes,11605,9,F,Margaret,Is Tim pained that Mia drank 2 cocktails last night?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,compute,Owen shoveled snow last winter,stim,,yes,10903,10,F,Lisa,Did Amanda compute that Owen shoveled snow last winter?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,thrill,Josie went on vacation to France,stim,,yes,11061,11,F,Donna,Is Jerry thrilled that Josie went on vacation to France?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,charm,Connor fell from a tree,stim,,yes,15926,12,F,Betty,Is Catherine charmed that Connor fell from a tree?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,amuse,Frank got a cat,stim,,yes,9817,13,M,Thomas,Is Laura amused that Frank got a cat?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,trouble,Fred missed the train,stim,,yes,7049,14,F,Dorothy,Is Melissa troubled that Fred missed the train?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,bet,Lucas bought new shoes,stim,,no,11578,15,M,Matthew,Did Anna bet that Lucas bought new shoes?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,alarm,Grace visited her sister,stim,,yes,8978,16,M,Logan,Is Brian alarmed that Grace visited her sister?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,simulate,Molly attended a conference last week,stim,,no,13326,17,M,Mark,Did Kevin simulate that Molly attended a conference last week?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,weep,Isabella ate a steak on Sunday,stim,,yes,9934,18,F,Linda,Did Noah weep that Isabella ate a steak on Sunday?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,resent,Danielle painted her room,stim,,yes,7796,19,F,Susan,Did Justin resent that Danielle painted her room?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,disgust,Louis went swimming,stim,,yes,5849,20,M,Steven,Is Brenda disgusted that Louis went swimming?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,,Hendrick's car was expensive,control,,no,5499,21,M,George,Was Hendrick's car expensive?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,envision,Audrey went to a party,stim,,no,12400,22,F,Sarah,Did Bobby envision that Audrey went to a party?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,tweet,Emilia looked after the kids,stim,,no,9019,23,M,Christopher,Did Ben tweet that Emilia looked after the kids?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,,Zack is coming to the meeting tomorrow,control,,no,7575,24,M,James,Is Zack coming to the meeting tomorrow?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,think,Hannah called her parents,stim,,no,11020,25,M,Paul,Did Patrick think that Hannah called her parents?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,write,Zoe calculated the tip,stim,,yes,14689,26,F,Michelle,Did Colby write that Zoe calculated the tip?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,facinate,Olivia left her job,stim,,yes,7594,27,M,Richard,Is Ray fascinated that Olivia left her job?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,embarrass,Jason made a cake,stim,,yes,7882,28,F,Karen,Is Amy embarrassed that Jason made a cake?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,cringe,Mary planted a tree,stim,,yes,6972,29,F,Elizabeth,Did Francisco cringe that Mary planted a tree?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,,Mary's aunt is sick,control,,no,4236,30,F,Sandra,Is Mary's aunt sick?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,express,Julian cleaned his room,stim,,yes,17813,31,M,Robert,Did Cynthia express that Julian cleaned his room?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,surprise,Jackson ran 10 miles,stim,,yes,5357,32,F,Kimberly,Is Shirley surprised that Jackson ran 10 miles?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,expose,Jon went out for dinner,stim,,yes,5993,33,F,Nancy,Did Sharon expose that Jon went out for dinner?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,,Vanessa is good at math,control,,no,5512,34,F,Helen,Is Vanessa good at math?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,retract,Sophia got a tattoo,stim,,no,16176,35,M,David,Did Dennis retract that Sophia got a tattoo?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,,Todd played football in high school,control,,no,9454,36,M,William,Did Todd play football in high school?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,anticipate,Josh learned to ride a bike yesterday,stim,,yes,6730,37,F,Carol,Did Kaitlin anticipate that Josh learned to ride a bike yesterday?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,fantasize,Natasha got a promotion,stim,,no,5174,38,M,Kenneth,Did Andrew fantasize that Natasha got a promotion?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,scream,Dylan argued with his parents,stim,,yes,6129,39,F,Jessica,Did Rebecca scream that Dylan argued with his parents?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,gossip,Danny ate the last cupcake,stim,,yes,6417,40,F,Ashley,Did Heather gossip that Danny ate the last cupcake?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
245,experiment,,Madison had a baby,control,,no,3420,41,F,Jennifer,Did Madison have a baby?,[],21,Yes,,1,1,Male,English,Firefox,Windows,1080,1920,7.035633333333333,
294,experiment,,,,,5fa807066d9bac5db1798c37,0,1,,,,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,,,,Linda,Linda,0,2,,,bot_check,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,aggravate,Grace visited her sister,stim,,yes,12112,9,F,Dorothy,Is Andrew aggravated that Grace visited her sister?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,shock,Emma studied on Saturday morning,stim,,yes,16332,10,M,Richard,Is Eli shocked that Emma studied on Saturday morning?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,trouble,Emily bought a car yesterday,stim,,yes,11604,11,F,Michelle,Is Patrick troubled that Emily bought a car yesterday?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,fantasize,Danny ate the last cupcake,stim,,yes,9685,12,F,Ashley,Did Amy fantasize that Danny ate the last cupcake?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,enjoy,Mary planted a tree,stim,,yes,11495,13,F,Jessica,Did Scott enjoy that Mary planted a tree?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,resent,Audrey went to a party,stim,,yes,28062,14,M,Kenneth,Did Tim resent that Audrey went to a party?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,facinate,Lucas bought new shoes,stim,,yes,11331,15,M,David,Is Heather fascinated that Lucas bought new shoes?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,argue,Fred missed the train,stim,,no,13489,16,M,James,Did Kathleen argue that Fred missed the train?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,disgust,Molly attended a conference last week,stim,,yes,17944,17,F,Carol,Is Kevin disgusted that Molly attended a conference last week?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,,Mary's aunt is sick,control,,no,7405,18,F,Susan,Is Mary's aunt sick?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,express,Courtney woke up early yesterday,stim,,no,11484,19,M,Thomas,Did Brian express that Courtney woke up early yesterday?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,compute,Josie went on vacation to France,stim,,yes,13760,20,M,Steven,Did Noah compute that Josie went on vacation to France?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,,Todd played football in high school,control,,no,6049,21,F,Kimberly,Did Todd play football in high school?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,expose,Allen went to the museum,stim,,yes,47897,22,F,Karen,Did Regina expose that Allen went to the museum?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,tweet,Jayden rented a car,stim,,no,7879,23,F,Donna,Did Cynthia tweet that Jayden rented a car?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,,Zack is coming to the meeting tomorrow,control,,no,4721,24,F,Sarah,Is Zack coming to the meeting tomorrow?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,verify,Louis went swimming,stim,,no,6927,25,F,Nancy,Did Shirley verify that Louis went swimming?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,murmur,Julian cleaned his room,stim,,yes,8922,26,M,Robert,Did Laura murmur that Julian cleaned his room?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,,Hendrick's car was expensive,control,,no,8816,27,F,Linda,Was Hendrick's car expensive?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,love,Dylan argued with his parents,stim,,yes,13085,28,F,Elizabeth,Did Melissa love that Dylan argued with his parents?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,ignore,Natasha got a promotion,stim,,yes,6817,29,M,Christopher,Did Manuel ignore that Natasha got a promotion?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,pray,Jason made a cake,stim,,yes,10932,30,F,Lisa,Did Catherine pray that Jason made a cake?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,simulate,Jon went out for dinner,stim,,no,14383,31,F,Sandra,Did Kaitlin simulate that Jon went out for dinner?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,distress,Sophia got a tattoo,stim,,yes,51927,32,F,Jennifer,Is Jerry distressed that Sophia got a tattoo?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,excite,Hannah called her parents,stim,,yes,33725,33,M,William,Is Alan excited that Hannah called her parents?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,envision,Connor fell from a tree,stim,,no,7136,34,M,Paul,Did Anna envision that Connor fell from a tree?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,scream,Cole celebrated his friend's birthday,stim,,yes,16527,35,M,George,Did Stephanie scream that Cole celebrated his friend's birthday?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,alarm,Tony had a drink last night,stim,,yes,17887,36,F,Helen,Is Amanda alarmed that Tony had a drink last night?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,,Vanessa is good at math,control,,no,5579,37,F,Betty,Is Vanessa good at math?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,promise,Frank got a cat,stim,,yes,11325,38,F,Margaret,Did Sharon promise that Frank got a cat?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,,Madison had a baby,control,,no,3651,39,M,Mark,Did Madison have a baby?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,torture,Owen shoveled snow last winter,stim,,yes,10881,40,M,Matthew,Is Nicole tortured that Owen shoveled snow last winter?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
294,experiment,surprise,Zoe calculated the tip,stim,,yes,77832,41,M,Logan,Is Ray surprised that Zoe calculated the tip?,[],40,Yes,,2,2,Female,English,Chrome,Windows,864,1536,12.507533333333331,
288,experiment,,,,,5be7dcbc98c3630001efef20,0,1,,,,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,,,,Susan,Susan,0,2,,,bot_check,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,love,Frank got a cat,stim,,yes,4566,9,F,Donna,Did Amy love that Frank got a cat?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,,Zack is coming to the meeting tomorrow,control,,no,4018,10,F,Karen,Is Zack coming to the meeting tomorrow?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,,Madison had a baby,control,,no,2529,11,M,Richard,Did Madison have a baby?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,distress,Julian cleaned his room,stim,,yes,9991,12,F,Dorothy,Is Heather distressed that Julian cleaned his room?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,require,Josie went on vacation to France,stim,,yes,6143,13,M,Kenneth,Did Kevin require that Josie went on vacation to France?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,cringe,Mary planted a tree,stim,,yes,3700,14,M,Robert,Did Ben cringe that Mary planted a tree?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,embarrass,Charley spilled the wine,stim,,yes,4563,15,F,Sandra,Is Stephanie embarrassed that Charley spilled the wine?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,,Vanessa is good at math,control,,no,3362,16,F,Betty,Is Vanessa good at math?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,enjoy,Natasha got a promotion,stim,,yes,6458,17,M,Logan,Did Alan enjoy that Natasha got a promotion?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,,Mary's aunt is sick,control,,no,2663,18,M,Matthew,Is Mary's aunt sick?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,suppose,Tony had a drink last night,stim,,no,10716,19,F,Carol,Did Laura suppose that Tony had a drink last night?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,gossip,Jason made a cake,stim,,no,4842,20,M,Paul,Did Kaitlin gossip that Jason made a cake?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,verify,Josh learned to ride a bike yesterday,stim,,no,5349,21,F,Jessica,Did Shirley verify that Josh learned to ride a bike yesterday?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,promise,Lucas bought new shoes,stim,,no,4488,22,M,James,Did Regina promise that Lucas bought new shoes?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,joke,Fred missed the train,stim,,no,4604,23,M,Steven,Did Nicole joke that Fred missed the train?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,aggravate,Emily bought a car yesterday,stim,,yes,5752,24,F,Linda,Is Francisco aggravated that Emily bought a car yesterday?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,envision,Molly attended a conference last week,stim,,no,4417,25,F,Lisa,Did Jerry envision that Molly attended a conference last week?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,expose,Danielle painted her room,stim,,yes,29647,26,M,Mark,Did Dennis expose that Danielle painted her room?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,anticipate,Jon went out for dinner,stim,,no,6250,27,F,Ashley,Did Kathleen anticipate that Jon went out for dinner?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,argue,Zoe calculated the tip,stim,,no,5100,28,M,David,Did Scott argue that Zoe calculated the tip?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,,Hendrick's car was expensive,control,,no,2639,29,F,Nancy,Was Hendrick's car expensive?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
288,experiment,weep,Owen shoveled snow last winter,stim,,yes,7074,30,F,Helen,Did Anna weep that Owen shoveled snow last winter?,[],18,Yes,,2,2,Male,English,Chrome,Windows,1080,1920,7.308383333333333,
